SamplingPeriod,Assets,Locations,Hospitals,Date,Your reference number,Date isolate sent,Date isolate received (QEHB use only),Positive isolate ID (QEHB use only),Freezer box location,Test result,Users
Middle,11/451/3 WHB,11 West,X,29-Oct-2014,11/451/3 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/451/1 WHB,11 West,X,29-Oct-2014,11/451/1 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/450/1 SHOWER,11 West,X,29-Oct-2014,11/450/1 SHOWER-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/450/1 WHB,11 West,X,29-Oct-2014,11/450/1 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/450 WHB,11 West,X,29-Oct-2014,11/450 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/450/2 WHB,11 West,X,29-Oct-2014,11/450/2 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/449/1 SHOWER,11 West,X,29-Oct-2014,11/449/1 SHOWER-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/449/1 WHB,11 West,X,29-Oct-2014,11/449/1 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/449 WHB,11 West,X,29-Oct-2014,11/449 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/449/2 WHB,11 West,X,29-Oct-2014,11/449/2 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/448/1 SHOWER,11 West,X,29-Oct-2014,11/448/1 SHOWER-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/448/1 WHB,11 West,X,29-Oct-2014,11/448/1 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/448 WHB,11 West,X,29-Oct-2014,11/448 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/447/1 WHB,11 West,X,29-Oct-2014,11/447/1 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/447 WHB,11 West,X,29-Oct-2014,11/447 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/444 WHB,11 West,X,29-Oct-2014,11/444 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/443/1 WHB,11 West,X,29-Oct-2014,11/443/1 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/443/3 WHB,11 West,X,29-Oct-2014,11/443/3 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/442 SHOWER,11 West,X,29-Oct-2014,11/442 SHOWER-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/442 WHB,11 West,X,29-Oct-2014,11/442 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/441 WHB,11 West,X,29-Oct-2014,11/441 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/441/1 WHB CORRIDOR,11 West,X,29-Oct-2014,11/441/1 WHB CORRIDOR-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/440 SHOWER,11 West,X,29-Oct-2014,11/440 SHOWER-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/440 WHB,11 West,X,29-Oct-2014,11/440 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/439 WHB,11 West,X,29-Oct-2014,11/439 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/438 WHB,11 West,X,29-Oct-2014,11/438 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/437 WHB,11 West,X,29-Oct-2014,11/437 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/436 SHOWER,11 West,X,29-Oct-2014,11/436 SHOWER-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/436 WHB,11 West,X,29-Oct-2014,11/436 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/435 WHB,11 West,X,29-Oct-2014,11/435 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/433 SHOWER,11 West,X,29-Oct-2014,11/433 SHOWER-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/433 WHB,11 West,X,29-Oct-2014,11/433 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/432 WHB,11 West,X,29-Oct-2014,11/432 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/430/2 WHB CORRIDOR,11 West,X,29-Oct-2014,11/430/2 WHB CORRIDOR-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/431 SHOWER,11 West,X,29-Oct-2014,11/431 SHOWER-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/431 WHB,11 West,X,29-Oct-2014,11/431 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/430 WHB,11 West,X,29-Oct-2014,11/430 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/428/1 SHOWER,11 West,X,29-Oct-2014,11/428/1 SHOWER-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/428/1 BATH,11 West,X,29-Oct-2014,11/428/1 BATH-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/428/1 WHB,11 West,X,29-Oct-2014,11/428/1 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/428 WHB,11 West,X,29-Oct-2014,11/428 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/429 SHOWER/BATH,11 West,X,29-Oct-2014,11/429 SHOWER/BATH-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/429 WHB,11 West,X,29-Oct-2014,11/429 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/427 WHB,11 West,X,29-Oct-2014,11/427 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/426/2 BATH,11 West,X,29-Oct-2014,11/426/2 BATH-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/426/2 WHB,11 West,X,29-Oct-2014,11/426/2 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/426 WHB,11 West,X,29-Oct-2014,11/426 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/425/1 SHOWER,11 West,X,29-Oct-2014,11/425/1 SHOWER-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/425/1 BATH,11 West,X,29-Oct-2014,11/425/1 BATH-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/425/1 WHB,11 West,X,29-Oct-2014,11/425/1 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/425 WHB,11 West,X,29-Oct-2014,11/425 WHB-29.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11 SOUTH WATER COOLER,11 South,X,28-Oct-2014,11 SOUTH WATER COOLER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/311 WHB,11 South,X,28-Oct-2014,11/311 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/305 WHB,11 South,X,28-Oct-2014,11/305 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/303 WHB,11 South,X,28-Oct-2014,11/303 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/260/1 SINK,11 South,X,28-Oct-2014,11/260/1 SINK-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/260/1 WHB,11 South,X,28-Oct-2014,11/260/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/254/2 SHOWER,11 South,X,28-Oct-2014,11/254/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/254/2 WHB,11 South,X,28-Oct-2014,11/254/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/254/1 WHB,11 South,X,28-Oct-2014,11/254/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/254 WHB,11 South,X,28-Oct-2014,11/254 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/253/2 SHOWER,11 South,X,28-Oct-2014,11/253/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/253/2 WHB,11 South,X,28-Oct-2014,11/253/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/253/1 WHB,11 South,X,28-Oct-2014,11/253/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/253 WHB,11 South,X,28-Oct-2014,11/253 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/252/2 WHB,11 South,X,28-Oct-2014,11/252/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/252/1 WHB,11 South,X,28-Oct-2014,11/252/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/252 WHB,11 South,X,28-Oct-2014,11/252 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/343/2 SHOWER,11 South,X,28-Oct-2014,11/343/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/343/2 WHB,11 South,X,28-Oct-2014,11/343/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/343/1 WHB,11 South,X,28-Oct-2014,11/343/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/343 WHB,11 South,X,28-Oct-2014,11/343 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/342/2 WHB,11 South,X,28-Oct-2014,11/342/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/342/1 WHB,11 South,X,28-Oct-2014,11/342/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/342 WHB,11 South,X,28-Oct-2014,11/342 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/341/2 SHOWER,11 South,X,28-Oct-2014,11/341/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/341/2 WHB,11 South,X,28-Oct-2014,11/341/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/341/1 WHB,11 South,X,28-Oct-2014,11/341/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/341 WHB,11 South,X,28-Oct-2014,11/341 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/340/2 SHOWER,11 South,X,28-Oct-2014,11/340/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/340/2 WHB,11 South,X,28-Oct-2014,11/340/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/340/1 WHB,11 South,X,28-Oct-2014,11/340/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/340 WHB,11 South,X,28-Oct-2014,11/340 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/339/1 WHB,11 South,X,28-Oct-2014,11/339/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/339 WHB,11 South,X,28-Oct-2014,11/339 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/338/2 SHOWER,11 South,X,28-Oct-2014,11/338/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/338/2 WHB,11 South,X,28-Oct-2014,11/338/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/338/1 WHB,11 South,X,28-Oct-2014,11/338/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/338 WHB,11 South,X,28-Oct-2014,11/338 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/337/2 SHOWER,11 South,X,28-Oct-2014,11/337/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/337/2 WHB,11 South,X,28-Oct-2014,11/337/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/337/1 WHB,11 South,X,28-Oct-2014,11/337/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/337 WHB,11 South,X,28-Oct-2014,11/337 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/336/2 WHB,11 South,X,28-Oct-2014,11/336/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/336/1 WHB,11 South,X,28-Oct-2014,11/336/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/335/2 WHB,11 South,X,28-Oct-2014,11/335/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/335/1 WHB,11 South,X,28-Oct-2014,11/335/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/334 WHB,11 South,X,28-Oct-2014,11/334 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/333/2 SHOWER,11 South,X,28-Oct-2014,11/333/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/333/2 WHB,11 South,X,28-Oct-2014,11/333/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/333/1 WHB,11 South,X,28-Oct-2014,11/333/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/333 WHB,11 South,X,28-Oct-2014,11/333 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/332/2 SHOWER,11 South,X,28-Oct-2014,11/332/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/332/2 WHB,11 South,X,28-Oct-2014,11/332/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/332/1 WHB,11 South,X,28-Oct-2014,11/332/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/332 WHB,11 South,X,28-Oct-2014,11/332 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/331/2 SHOWER,11 South,X,28-Oct-2014,11/331/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/331/2 WHB,11 South,X,28-Oct-2014,11/331/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/331/1 WHB,11 South,X,28-Oct-2014,11/331/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/331 WHB,11 South,X,28-Oct-2014,11/331 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/328/2 SHOWER,11 South,X,28-Oct-2014,11/328/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/328/1 WHB,11 South,X,28-Oct-2014,11/328/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/328 WHB,11 South,X,28-Oct-2014,11/328 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/327/2 SHOWER,11 South,X,28-Oct-2014,11/327/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/327/2 WHB,11 South,X,28-Oct-2014,11/327/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/327/1 WHB,11 South,X,28-Oct-2014,11/327/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/327 WHB,11 South,X,28-Oct-2014,11/327 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/326/2 SHOWER,11 South,X,28-Oct-2014,11/326/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/326/2 WHB,11 South,X,28-Oct-2014,11/326/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/326/1 WHB,11 South,X,28-Oct-2014,11/326/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/326 WHB,11 South,X,28-Oct-2014,11/326 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/325/2 SHOWER,11 South,X,28-Oct-2014,11/325/2 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/325/2 WHB,11 South,X,28-Oct-2014,11/325/2 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/325/1 WHB,11 South,X,28-Oct-2014,11/325/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/325 WHB,11 South,X,28-Oct-2014,11/325 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/212 WHB,11 East,X,28-Oct-2014,11/212 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/203 WATER COOLER,11 East,X,28-Oct-2014,11/203 WATER COOLER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/251 SHOWER,11 East,X,28-Oct-2014,11/251 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/251 WHB,11 East,X,28-Oct-2014,11/251 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/250 WHB,11 East,X,28-Oct-2014,11/250 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/249 WHB,11 East,X,28-Oct-2014,11/249 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/248 WHB,11 East,X,28-Oct-2014,11/248 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/245 SHOWER,11 East,X,28-Oct-2014,11/245 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/245 WHB,11 East,X,28-Oct-2014,11/245 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/247 WHB,11 East,X,28-Oct-2014,11/247 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/244 SHOWER,11 East,X,28-Oct-2014,11/244 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/244 WHB,11 East,X,28-Oct-2014,11/244 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/243 WHB,11 East,X,28-Oct-2014,11/243 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/242 SHOWER,11 East,X,28-Oct-2014,11/242 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/242 WHB,11 East,X,28-Oct-2014,11/242 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/241 WHB,11 East,X,28-Oct-2014,11/241 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/239/1 SHOWER,11 East,X,28-Oct-2014,11/239/1 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/239/1 WHB,11 East,X,28-Oct-2014,11/239/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/239 WHB,11 East,X,28-Oct-2014,11/239 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/237 WHB,11 East,X,28-Oct-2014,11/237 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/235 WHB,11 East,X,28-Oct-2014,11/235 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,Room 8,11 East,X,28-Oct-2014,Room 8-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/234 WHB,11 East,X,28-Oct-2014,11/234 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/231 SHOWER,11 East,X,28-Oct-2014,11/231 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/231 WHB,11 East,X,28-Oct-2014,11/231 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/229/1 SHOWER,11 East,X,28-Oct-2014,11/229/1 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/229/1 WHB,11 East,X,28-Oct-2014,11/229/1 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/229 WHB,11 East,X,28-Oct-2014,11/229 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/226 SHOWER,11 East,X,28-Oct-2014,11/226 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/226 WHB,11 East,X,28-Oct-2014,11/226 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/228 WHB,11 East,X,28-Oct-2014,11/228 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/227 WHB,11 East,X,28-Oct-2014,11/227 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,11/225 WHB,11 East,X,28-Oct-2014,11/225 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/446 WHB,12 West,X,28-Oct-2014,12/446 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/444 WHB,12 West,X,28-Oct-2014,12/444 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/445 WHB,12 West,X,28-Oct-2014,12/445 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/443 SHOWER,12 West,X,28-Oct-2014,12/443 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/443 WHB,12 West,X,28-Oct-2014,12/443 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/442 WHB,12 West,X,28-Oct-2014,12/442 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/440 SHOWER,12 West,X,28-Oct-2014,12/440 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/440 WHB,12 West,X,28-Oct-2014,12/440 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/441 WHB,12 West,X,28-Oct-2014,12/441 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/439 SHOWER,12 West,X,28-Oct-2014,12/439 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/438 WHB,12 West,X,28-Oct-2014,12/438 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/436 SHOWER,12 West,X,28-Oct-2014,12/436 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/437 WHB,12 West,X,28-Oct-2014,12/437 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/435 SHOWER,12 West,X,28-Oct-2014,12/435 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/435 WHB,12 West,X,28-Oct-2014,12/435 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/434 WHB,12 West,X,28-Oct-2014,12/434 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/433 SHOWER,12 West,X,28-Oct-2014,12/433 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/433 WHB,12 West,X,28-Oct-2014,12/433 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/432 WHB,12 West,X,28-Oct-2014,12/432 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/429 SHOWER,12 West,X,28-Oct-2014,12/429 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/429 WHB,12 West,X,28-Oct-2014,12/429 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/428 WHB,12 West,X,28-Oct-2014,12/428 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/427 WHB,12 West,X,28-Oct-2014,12/427 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/424 WHB,12 West,X,28-Oct-2014,12/424 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/423 WHB,12 West,X,28-Oct-2014,12/423 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/421 SHOWER,12 West,X,28-Oct-2014,12/421 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/421 WHB,12 West,X,28-Oct-2014,12/421 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/422 WHB,12 West,X,28-Oct-2014,12/422 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/419 WHB,12 West,X,28-Oct-2014,12/419 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/417 SHOWER,12 West,X,28-Oct-2014,12/417 SHOWER-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/418 WHB,12 West,X,28-Oct-2014,12/418 WHB-28.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/350 SHOWER,12 South,X,27-Oct-2014,12/350 SHOWER-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/350 WHB,12 South,X,27-Oct-2014,12/350 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/349 WHB,12 South,X,27-Oct-2014,12/349 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/347 SHOWER,12 South,X,27-Oct-2014,12/347 SHOWER-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/347 WHB,12 South,X,27-Oct-2014,12/347 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/348 WHB,12 South,X,27-Oct-2014,12/348 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/346 SHOWER,12 South,X,27-Oct-2014,12/346 SHOWER-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/346 WHB,12 South,X,27-Oct-2014,12/346 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/345WHB,12 South,X,27-Oct-2014,12/345WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/343 WHB,12 South,X,27-Oct-2014,12/343 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/344 WHB,12 South,X,27-Oct-2014,12/344 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/342 WHB,12 South,X,27-Oct-2014,12/342 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/341 WHB,12 South,X,27-Oct-2014,12/341 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/339 WHB,12 South,X,27-Oct-2014,12/339 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/340 WHB,12 South,X,27-Oct-2014,12/340 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/337 SHOWER,12 South,X,27-Oct-2014,12/337 SHOWER-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/337 WHB,12 South,X,27-Oct-2014,12/337 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/338 WHB,12 South,X,27-Oct-2014,12/338 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/336 SHOWER,12 South,X,27-Oct-2014,12/336 SHOWER-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/335 WHB,12 South,X,27-Oct-2014,12/335 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/334 WHB,12 South,X,27-Oct-2014,12/334 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/332 WHB,12 South,X,27-Oct-2014,12/332 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
Middle,12/331 WHB,12 South,X,27-Oct-2014,12/331 WHB-27.10.14,,,,,P.aeruginosa NOT isolated,X2
